Number2;Item;German;French;Spanish;Italian;Japanese;Korean;Chinese;Chinese2
2040;Zorua Fur;;;;;;;;
2041;Gothita Eyelash;;;;;;;;
2042;Deerling Hair;;;;;;;;
2043;Foongus Spores;;;;;;;;
2044;Alomomola Mucus;;;;;;;;
2045;Tynamo Slime;;;;;;;;
2046;Axew Scales;;;;;;;;
2047;Cubchoo Fur;;;;;;;;
2048;Cryogonal Ice;;;;;;;;
2049;Pawniard Blade;;;;;;;;
2050;Rufflet Feather;;;;;;;;
2051;Deino Scales;;;;;;;;
2052;Larvesta Fuzz;;;;;;;;
2053;Fletchling Feather;;;;;;;;
2054;Scatterbug Powder;;;;;;;;
2055;Litleo Tuft;;;;;;;;
2056;Flabébé Pollen;;;;;;;;
2057;Skiddo Leaf;;;;;;;;
2058;Skrelp Kelp;;;;;;;;
2059;Clauncher Claw;;;;;;;;
2060;Hawlucha Down;;;;;;;;
2061;Dedenne Fur;;;;;;;;
2062;Goomy Goo;;;;;;;;
2063;Klefki Key;;;;;;;;
2064;Bergmite Ice;;;;;;;;
2065;Noibat Fur;;;;;;;;
2066;Yungoos Fur;;;;;;;;
2067;Crabrawler Shell;;;;;;;;
2068;Oricorio Feather;;;;;;;;
2069;Rockruff Rock;;;;;;;;
2070;Mareanie Spike;;;;;;;;
2071;Mudbray Mud;;;;;;;;
2072;Fomantis Leaf;;;;;;;;
2073;Salandit Gas;;;;;;;;
2074;Bounsweet Sweat;;;;;;;;
2075;Oranguru Fur;;;;;;;;
2076;Passimian Fur;;;;;;;;
2077;Sandygast Sand;;;;;;;;
2078;Komala Claw;;;;;;;;
2079;Mimikyu Scrap;;;;;;;;
2080;Bruxish Tooth;;;;;;;;
2081;Chewtle Claw;;;;;;;;
2082;Skwovet Fur;;;;;;;;
2083;Arrokuda Scales;;;;;;;;
2084;Rookidee Feather;;;;;;;;
2085;Toxel Sparks;;;;;;;;
2086;Falinks Sweat;;;;;;;;
2087;Cufant Tarnish;;;;;;;;
2088;Rolycoly Coal;;;;;;;;
2089;Silicobra Sand;;;;;;;;
2090;Indeedee Fur;;;;;;;;
2091;Pincurchin Spines;;;;;;;;
2092;Snom Thread;;;;;;;;
2093;Impidimp Hair;;;;;;;;
2094;Applin Juice;;;;;;;;
2095;Sinistea Chip;;;;;;;;
2096;Hatenna Dust;;;;;;;;
2097;Stonjourner Stone;;;;;;;;
2098;Eiscue Down;;;;;;;;
2099;Dreepy Powder;;;;;;;;
2100;None;;;;;;;;
2101;None;;;;;;;;
2102;None;;;;;;;;
2103;Lechonk Hair;;;;;;;;
2104;Tarountula Thread;;;;;;;;
2105;Nymble Claw;;;;;;;;
2106;Rellor Mud;;;;;;;;
2107;Greavard Wax;;;;;;;;
2108;Flittle Down;;;;;;;;
2109;Wiglett Sand;;;;;;;;
2110;Dondozo Whisker;;;;;;;;
2111;Veluza Fillet;;;;;;;;
2112;Finizen Mucus;;;;;;;;
2113;Smoliv Oil;;;;;;;;
2114;Capsakid Seed;;;;;;;;
2115;Tadbulb Mucus;;;;;;;;
2116;Varoom Fume;;;;;;;;
2117;Orthworm Tarnish;;;;;;;;
2118;Tandemaus Fur;;;;;;;;
2119;Cetoddle Grease;;;;;;;;
2120;Frigibax Scales;;;;;;;;
2121;Tatsugiri Scales;;;;;;;;
2122;Cyclizar Scales;;;;;;;;
2123;Pawmi Fur;;;;;;;;
2124;None;;;;;;;;
2125;None;;;;;;;;
2126;Wattrel Feather;;;;;;;;
2127;Bombirdier Feather;;;;;;;;
2128;Squawkabilly Feather;;;;;;;;
2129;Flamigo Down;;;;;;;;
2130;Klawf Claw;;;;;;;;
2131;Nacli Salt;;;;;;;;
2132;Glimmet Crystal;;;;;;;;
2133;Shroodle Ink;;;;;;;;
2134;Fidough Fur;;;;;;;;
2135;Maschiff Fang;;;;;;;;
2136;Bramblin Twig;;;;;;;;
2137;Gimmighoul Coin;;;;;;;;
2138;None;;;;;;;;
2139;None;;;;;;;;
2140;None;;;;;;;;
2141;None;;;;;;;;
2142;None;;;;;;;;
2143;None;;;;;;;;
2144;None;;;;;;;;
2145;None;;;;;;;;
2146;None;;;;;;;;
2147;None;;;;;;;;
2148;None;;;;;;;;
2149;None;;;;;;;;
2150;None;;;;;;;;
2151;None;;;;;;;;
2152;None;;;;;;;;
2153;None;;;;;;;;
2154;None;;;;;;;;
2155;None;;;;;;;;
2156;Tinkatink Hair;;;;;;;;
2157;Charcadet Soot;;;;;;;;
2158;Toedscool Flaps;;;;;;;;
2159;Wooper Slime;;;;;;;;
2160;TM100;TM100;CT100;MT100;MT100;わざマシン１００;기술머신100;招式学习器１００;招式學習器１００
2161;TM101;TM101;CT101;MT101;MT101;わざマシン１０１;기술머신101;招式学习器１０１;招式學習器１０１
2162;TM102;TM102;CT102;MT102;MT102;わざマシン１０２;기술머신102;招式学习器１０２;招式學習器１０２
2163;TM103;TM103;CT103;MT103;MT103;わざマシン１０３;기술머신103;招式学习器１０３;招式學習器１０３
2164;TM104;TM104;CT104;MT104;MT104;わざマシン１０４;기술머신104;招式学习器１０４;招式學習器１０４
2165;TM105;TM105;CT105;MT105;MT105;わざマシン１０５;기술머신105;招式学习器１０５;招式學習器１０５
2166;TM106;TM106;CT106;MT106;MT106;わざマシン１０６;기술머신106;招式学习器１０６;招式學習器１０６
2167;TM107;TM107;CT107;MT107;MT107;わざマシン１０７;기술머신107;招式学习器１０７;招式學習器１０７
2168;TM108;TM108;CT108;MT108;MT108;わざマシン１０８;기술머신108;招式学习器１０８;招式學習器１０８
2169;TM109;TM109;CT109;MT109;MT109;わざマシン１０９;기술머신109;招式学习器１０９;招式學習器１０９
2170;TM110;TM110;CT110;MT110;MT110;わざマシン１１０;기술머신110;招式学习器１１０;招式學習器１１０
2171;TM111;TM111;CT111;MT111;MT111;わざマシン１１１;기술머신111;招式学习器１１１;招式學習器１１１
2172;TM112;TM112;CT112;MT112;MT112;わざマシン１１２;기술머신112;招式学习器１１２;招式學習器１１２
2173;TM113;TM113;CT113;MT113;MT113;わざマシン１１３;기술머신113;招式学习器１１３;招式學習器１１３
2174;TM114;TM114;CT114;MT114;MT114;わざマシン１１４;기술머신114;招式学习器１１４;招式學習器１１４
2175;TM115;TM115;CT115;MT115;MT115;わざマシン１１５;기술머신115;招式学习器１１５;招式學習器１１５
2176;TM116;TM116;CT116;MT116;MT116;わざマシン１１６;기술머신116;招式学习器１１６;招式學習器１１６
2177;TM117;TM117;CT117;MT117;MT117;わざマシン１１７;기술머신117;招式学习器１１７;招式學習器１１７
2178;TM118;TM118;CT118;MT118;MT118;わざマシン１１８;기술머신118;招式学习器１１８;招式學習器１１８
2179;TM119;TM119;CT119;MT119;MT119;わざマシン１１９;기술머신119;招式学习器１１９;招式學習器１１９
2180;TM120;TM120;CT120;MT120;MT120;わざマシン１２０;기술머신120;招式学习器１２０;招式學習器１２０
2181;TM121;TM121;CT121;MT121;MT121;わざマシン１２１;기술머신121;招式学习器１２１;招式學習器１２１
2182;TM122;TM122;CT122;MT122;MT122;わざマシン１２２;기술머신122;招式学习器１２２;招式學習器１２２
2183;TM123;TM123;CT123;MT123;MT123;わざマシン１２３;기술머신123;招式学习器１２３;招式學習器１２３
2184;TM124;TM124;CT124;MT124;MT124;わざマシン１２４;기술머신124;招式学习器１２４;招式學習器１２４
2185;TM125;TM125;CT125;MT125;MT125;わざマシン１２５;기술머신125;招式学习器１２５;招式學習器１２５
2186;TM126;TM126;CT126;MT126;MT126;わざマシン１２６;기술머신126;招式学习器１２６;招式學習器１２６
2187;TM127;TM127;CT127;MT127;MT127;わざマシン１２７;기술머신127;招式学习器１２７;招式學習器１２７
2188;TM128;TM128;CT128;MT128;MT128;わざマシン１２８;기술머신128;招式学习器１２８;招式學習器１２８
2189;TM129;TM129;CT129;MT129;MT129;わざマシン１２９;기술머신129;招式学习器１２９;招式學習器１２９
2190;TM130;TM130;CT130;MT130;MT130;わざマシン１３０;기술머신130;招式学习器１３０;招式學習器１３０
2191;TM131;TM131;CT131;MT131;MT131;わざマシン１３１;기술머신131;招式学习器１３１;招式學習器１３１
2192;TM132;TM132;CT132;MT132;MT132;わざマシン１３２;기술머신132;招式学习器１３２;招式學習器１３２
2193;TM133;TM133;CT133;MT133;MT133;わざマシン１３３;기술머신133;招式学习器１３３;招式學習器１３３
2194;TM134;TM134;CT134;MT134;MT134;わざマシン１３４;기술머신134;招式学习器１３４;招式學習器１３４
2195;TM135;TM135;CT135;MT135;MT135;わざマシン１３５;기술머신135;招式学习器１３５;招式學習器１３５
2196;TM136;TM136;CT136;MT136;MT136;わざマシン１３６;기술머신136;招式学习器１３６;招式學習器１３６
2197;TM137;TM137;CT137;MT137;MT137;わざマシン１３７;기술머신137;招式学习器１３７;招式學習器１３７
2198;TM138;TM138;CT138;MT138;MT138;わざマシン１３８;기술머신138;招式学习器１３８;招式學習器１３８
2199;TM139;TM139;CT139;MT139;MT139;わざマシン１３９;기술머신139;招式学习器１３９;招式學習器１３９
2200;TM140;TM140;CT140;MT140;MT140;わざマシン１４０;기술머신140;招式学习器１４０;招式學習器１４０
2201;TM141;TM141;CT141;MT141;MT141;わざマシン１４１;기술머신141;招式学习器１４１;招式學習器１４１
2202;TM142;TM142;CT142;MT142;MT142;わざマシン１４２;기술머신142;招式学习器１４２;招式學習器１４２
2203;TM143;TM143;CT143;MT143;MT143;わざマシン１４３;기술머신143;招式学习器１４３;招式學習器１４３
2204;TM144;TM144;CT144;MT144;MT144;わざマシン１４４;기술머신144;招式学习器１４４;招式學習器１４４
2205;TM145;TM145;CT145;MT145;MT145;わざマシン１４５;기술머신145;招式学习器１４５;招式學習器１４５
2206;TM146;TM146;CT146;MT146;MT146;わざマシン１４６;기술머신146;招式学习器１４６;招式學習器１４６
2207;TM147;TM147;CT147;MT147;MT147;わざマシン１４７;기술머신147;招式学习器１４７;招式學習器１４７
2208;TM148;TM148;CT148;MT148;MT148;わざマシン１４８;기술머신148;招式学习器１４８;招式學習器１４８
2209;TM149;TM149;CT149;MT149;MT149;わざマシン１４９;기술머신149;招式学习器１４９;招式學習器１４９
2210;TM150;TM150;CT150;MT150;MT150;わざマシン１５０;기술머신150;招式学习器１５０;招式學習器１５０
2211;TM151;TM151;CT151;MT151;MT151;わざマシン１５１;기술머신151;招式学习器１５１;招式學習器１５１
2212;TM152;TM152;CT152;MT152;MT152;わざマシン１５２;기술머신152;招式学习器１５２;招式學習器１５２
2213;TM153;TM153;CT153;MT153;MT153;わざマシン１５３;기술머신153;招式学习器１５３;招式學習器１５３
2214;TM154;TM154;CT154;MT154;MT154;わざマシン１５４;기술머신154;招式学习器１５４;招式學習器１５４
2215;TM155;TM155;CT155;MT155;MT155;わざマシン１５５;기술머신155;招式学习器１５５;招式學習器１５５
2216;TM156;TM156;CT156;MT156;MT156;わざマシン１５６;기술머신156;招式学习器１５６;招式學習器１５６
2217;TM157;TM157;CT157;MT157;MT157;わざマシン１５７;기술머신157;招式学习器１５７;招式學習器１５７
2218;TM158;TM158;CT158;MT158;MT158;わざマシン１５８;기술머신158;招式学习器１５８;招式學習器１５８
2219;TM159;TM159;CT159;MT159;MT159;わざマシン１５９;기술머신159;招式学习器１５９;招式學習器１５９
2220;TM160;TM160;CT160;MT160;MT160;わざマシン１６０;기술머신160;招式学习器１６０;招式學習器１６０
2221;TM161;TM161;CT161;MT161;MT161;わざマシン１６１;기술머신161;招式学习器１６１;招式學習器１６１
2222;TM162;TM162;CT162;MT162;MT162;わざマシン１６２;기술머신162;招式学习器１６２;招式學習器１６２
2223;TM163;TM163;CT163;MT163;MT163;わざマシン１６３;기술머신163;招式学习器１６３;招式學習器１６３
2224;TM164;TM164;CT164;MT164;MT164;わざマシン１６４;기술머신164;招式学习器１６４;招式學習器１６４
2225;TM165;TM165;CT165;MT165;MT165;わざマシン１６５;기술머신165;招式学习器１６５;招式學習器１６５
2226;TM166;TM166;CT166;MT166;MT166;わざマシン１６６;기술머신166;招式学习器１６６;招式學習器１６６
2227;TM167;TM167;CT167;MT167;MT167;わざマシン１６７;기술머신167;招式学习器１６７;招式學習器１６７
2228;TM168;TM168;CT168;MT168;MT168;わざマシン１６８;기술머신168;招式学习器１６８;招式學習器１６８
2229;TM169;TM169;CT169;MT169;MT169;わざマシン１６９;기술머신169;招式学习器１６９;招式學習器１６９
2230;TM170;TM170;CT170;MT170;MT170;わざマシン１７０;기술머신170;招式学习器１７０;招式學習器１７０
2231;TM171;TM171;CT171;MT171;MT171;わざマシン１７１;기술머신171;招式学习器１７１;招式學習器１７１
2232;TM172;TM172;CT172;MT172;MT172;わざマシン１７２;기술머신172;招式学习器１７２;招式學習器１７２
2233;TM173;TM173;CT173;MT173;MT173;わざマシン１７３;기술머신173;招式学习器１７３;招式學習器１７３
2234;TM174;TM174;CT174;MT174;MT174;わざマシン１７４;기술머신174;招式学习器１７４;招式學習器１７４
2235;TM175;TM175;CT175;MT175;MT175;わざマシン１７５;기술머신175;招式学习器１７５;招式學習器１７５
2236;TM176;TM176;CT176;MT176;MT176;わざマシン１７６;기술머신176;招式学习器１７６;招式學習器１７６
2237;TM177;TM177;CT177;MT177;MT177;わざマシン１７７;기술머신177;招式学习器１７７;招式學習器１７７
2238;TM178;TM178;CT178;MT178;MT178;わざマシン１７８;기술머신178;招式学习器１７８;招式學習器１７８
2239;TM179;TM179;CT179;MT179;MT179;わざマシン１７９;기술머신179;招式学习器１７９;招式學習器１７９
2240;TM180;TM180;CT180;MT180;MT180;わざマシン１８０;기술머신180;招式学习器１８０;招式學習器１８０
2241;TM181;TM181;CT181;MT181;MT181;わざマシン１８１;기술머신181;招式学习器１８１;招式學習器１８１
2242;TM182;TM182;CT182;MT182;MT182;わざマシン１８２;기술머신182;招式学习器１８２;招式學習器１８２
2243;TM183;TM183;CT183;MT183;MT183;わざマシン１８３;기술머신183;招式学习器１８３;招式學習器１８３
2244;TM184;TM184;CT184;MT184;MT184;わざマシン１８４;기술머신184;招式学习器１８４;招式學習器１８４
2245;TM185;TM185;CT185;MT185;MT185;わざマシン１８５;기술머신185;招式学习器１８５;招式學習器１８５
2246;TM186;TM186;CT186;MT186;MT186;わざマシン１８６;기술머신186;招式学习器１８６;招式學習器１８６
2247;TM187;TM187;CT187;MT187;MT187;わざマシン１８７;기술머신187;招式学习器１８７;招式學習器１８７
2248;TM188;TM188;CT188;MT188;MT188;わざマシン１８８;기술머신188;招式学习器１８８;招式學習器１８８
2249;TM189;TM189;CT189;MT189;MT189;わざマシン１８９;기술머신189;招式学习器１８９;招式學習器１８９
2250;TM190;TM190;CT190;MT190;MT190;わざマシン１９０;기술머신190;招式学习器１９０;招式學習器１９０
2251;TM191;TM191;CT191;MT191;MT191;わざマシン１９１;기술머신191;招式学习器１９１;招式學習器１９１
2252;TM192;TM192;CT192;MT192;MT192;わざマシン１９２;기술머신192;招式学习器１９２;招式學習器１９２
2253;TM193;TM193;CT193;MT193;MT193;わざマシン１９３;기술머신193;招式学习器１９３;招式學習器１９３
2254;TM194;TM194;CT194;MT194;MT194;わざマシン１９４;기술머신194;招式学习器１９４;招式學習器１９４
2255;TM195;TM195;CT195;MT195;MT195;わざマシン１９５;기술머신195;招式学习器１９５;招式學習器１９５
2256;TM196;TM196;CT196;MT196;MT196;わざマシン１９６;기술머신196;招式学习器１９６;招式學習器１９６
2257;TM197;TM197;CT197;MT197;MT197;わざマシン１９７;기술머신197;招式学习器１９７;招式學習器１９７
2258;TM198;TM198;CT198;MT198;MT198;わざマシン１９８;기술머신198;招式学习器１９８;招式學習器１９８
2259;TM199;TM199;CT199;MT199;MT199;わざマシン１９９;기술머신199;招式学习器１９９;招式學習器１９９
2260;TM200;TM200;CT200;MT200;MT200;わざマシン２００;기술머신200;招式学习器２００;招式學習器２００
2261;TM201;TM201;CT201;MT201;MT201;わざマシン２０１;기술머신201;招式学习器２０１;招式學習器２０１
2262;TM202;TM202;CT202;MT202;MT202;わざマシン２０２;기술머신202;招式学习器２０２;招式學習器２０２
2263;TM203;TM203;CT203;MT203;MT203;わざマシン２０３;기술머신203;招式学习器２０３;招式學習器２０３
2264;TM204;TM204;CT204;MT204;MT204;わざマシン２０４;기술머신204;招式学习器２０４;招式學習器２０４
2265;TM205;TM205;CT205;MT205;MT205;わざマシン２０５;기술머신205;招式学习器２０５;招式學習器２０５
2266;TM206;TM206;CT206;MT206;MT206;わざマシン２０６;기술머신206;招式学习器２０６;招式學習器２０６
2267;TM207;TM207;CT207;MT207;MT207;わざマシン２０７;기술머신207;招式学习器２０７;招式學習器２０７
2268;TM208;TM208;CT208;MT208;MT208;わざマシン２０８;기술머신208;招式学习器２０８;招式學習器２０８
2269;TM209;TM209;CT209;MT209;MT209;わざマシン２０９;기술머신209;招式学习器２０９;招式學習器２０９
2270;TM210;TM210;CT210;MT210;MT210;わざマシン２１０;기술머신210;招式学习器２１０;招式學習器２００
2271;TM211;TM211;CT211;MT211;MT211;わざマシン２１１;기술머신211;招式学习器２１１;招式學習器２１１
2272;TM212;TM212;CT212;MT212;MT212;わざマシン２１２;기술머신212;招式学习器２１２;招式學習器２１２
2273;TM213;TM213;CT213;MT213;MT213;わざマシン２１３;기술머신213;招式学习器２１３;招式學習器２１３
2274;TM214;TM214;CT214;MT214;MT214;わざマシン２１４;기술머신214;招式学习器２１４;招式學習器２１４
2275;TM215;TM215;CT215;MT215;MT215;わざマシン２１５;기술머신215;招式学习器２１５;招式學習器２１５
2276;TM216;TM216;CT216;MT216;MT216;わざマシン２１６;기술머신216;招式学习器２１６;招式學習器２１６
2277;TM217;TM217;CT217;MT217;MT217;わざマシン２１７;기술머신217;招式学习器２１７;招式學習器２１７
2278;TM218;TM218;CT218;MT218;MT218;わざマシン２１８;기술머신218;招式学习器２１８;招式學習器２１８
2279;TM219;TM219;CT219;MT219;MT219;わざマシン２１９;기술머신219;招式学习器２１９;招式學習器２１９
2280;TM220;TM220;CT220;MT220;MT220;わざマシン２２０;기술머신220;招式学习器２２０;招式學習器２２０
2281;TM221;TM221;CT221;MT221;MT221;わざマシン２２１;기술머신221;招式学习器２２１;招式學習器２２１
2282;TM222;TM222;CT222;MT222;MT222;わざマシン２２２;기술머신222;招式学习器２２２;招式學習器２２２
2283;TM223;TM223;CT223;MT223;MT223;わざマシン２２３;기술머신223;招式学习器２２３;招式學習器２２３
2284;TM224;TM224;CT224;MT224;MT224;わざマシン２２４;기술머신224;招式学习器２２４;招式學習器２２４
2285;TM225;TM225;CT225;MT225;MT225;わざマシン２２５;기술머신225;招式学习器２２５;招式學習器２２５
2286;TM226;TM226;CT226;MT226;MT226;わざマシン２２６;기술머신226;招式学习器２２６;招式學習器２２６
2287;TM227;TM227;CT227;MT227;MT227;わざマシン２２７;기술머신227;招式学习器２２７;招式學習器２２７
2288;TM228;TM228;CT228;MT228;MT228;わざマシン２２８;기술머신228;招式学习器２２８;招式學習器２２８
2289;TM229;TM229;CT229;MT229;MT229;わざマシン２２９;기술머신229;招式学习器２２９;招式學習器２２９
2290;None;;;;;;;;
2291;None;;;;;;;;
2292;None;;;;;;;;
2293;None;;;;;;;;
2294;None;;;;;;;;
2295;None;;;;;;;;
2296;None;;;;;;;;
2297;None;;;;;;;;
2298;None;;;;;;;;
2299;None;;;;;;;;
2300;None;;;;;;;;
2301;None;;;;;;;;
2302;None;;;;;;;;
2303;None;;;;;;;;
2304;None;;;;;;;;
2305;None;;;;;;;;
2306;None;;;;;;;;
2307;None;;;;;;;;
2308;None;;;;;;;;
2309;None;;;;;;;;
2310;None;;;;;;;;
2311;Picnic Set;;;;;;;;
2312;None;;;;;;;;
2313;Academy Bottle;;;;;;;;
2314;Academy Bottle;;;;;;;;
2315;Polka-Dot Bottle;;;;;;;;
2316;Striped Bottle;;;;;;;;
2317;Diamond Bottle;;;;;;;;
2318;Academy Cup;;;;;;;;
2319;Academy Cup;;;;;;;;
2320;Striped Cup;;;;;;;;
2321;Polka-Dot Cup;;;;;;;;
2322;Flower Pattern Cup;;;;;;;;
2323;Academy Tablecloth;;;;;;;;
2324;Academy Tablecloth;;;;;;;;
2325;Whimsical Tablecloth;;;;;;;;
2326;Leafy Tablecloth;;;;;;;;
